sample_id	g__Lactiplantibacillus	g__Ligilactobacillus	g__Lacticaseibacillus	g__Lactobacillus	g__Streptococcus	g__Enterococcus	g__Enterococcus_B	g__Listeria	g__Listeria_A	g__Staphylococcus	g__Bacillus	g__Bacillus_A	g__Paenibacillus	g__Streptomyces	g__Mycobacterium	g__Corynebacterium	g__Rhizobium	g__Brucella	g__Neisseria	g__Burkholderia	g__Acinetobacter	g__Pseudomonas	g__Pseudomonas_E	g__Serratia	g__Yersinia	g__Cronobacter	g__Enterobacter	g__Klebsiella	g__Escherichia	g__Citrobacter	g__Salmonella
583																													1.628527747		
584																													1.542218489		
585																													1.503690583		
586																													1.59408706		
587																													1.766360677		
588																													2.044926863		
589																													1.93377505		
590																													1.744765703		
591																													1.537166903		
592																													1.503651992		
593																													1.780837169		
594																													1.539588041		
595																													1.636741994		
596																													1.566480949		
597																													1.519216247		
598																													1.923474795		
599																													1.552274468		
600																													1.546583882		
601																													1.595107717		
602																													1.5803166		
603																													1.626968825		
604																													1.585277361		
605																													1.683807742		
606																													1.679035949		
607																													1.512418885		
608																													1.659234799		
609																													1.50674603		
610																													1.661270508		
611																													1.820746978		
612																													1.812108758		
613																													1.679129852		
614																													1.611112123		
615																													1.577249204		
616																													1.72132411		
617																													1.545546905		
618																													1.52565428		
619																													1.523254701		
620																													1.570500103		
621																													1.54984917		
622																													2.072752912		
623																													1.509813855		
624																													1.515737674		
625																													1.675500281		
626																													2.251828242		
627																													1.501246688		
628																													1.677142606		
629																													1.500879171		
630																													1.65070356		
631																													2.196920384		
632																													2.611128703		
633																													2.10614356		
634																													1.788409442		
635																													1.606921286		
636																													1.914882952		
637																													2.725302743		
638																													1.7415495		
639																													1.697342185		
640																													3.41741479		
641																													2.127922943		
642																													1.526451075		
643																													2.2617701		
644																													2.607045423		
645																													1.675900334		
646																													2.292120538		
647																													2.035900331		
648																													1.946141877		
649																													1.746607976		
650																													1.548601484		
651																													1.60697888		
652																													2.204313026		
653																													1.516372817		
654																													2.359106235		
655																													1.651128424		
656																													1.518043545		
657																													1.723970072		
658																													3.884486383		
659																													1.529447243		
660																													1.74320059		
661																													1.531788793		
662																													1.850525056		
663																													1.542318916		
664																													1.651558136		
665																													131.5960013		
666																													2.979800924		
667																													10.03378398		
668																													2.671386785		
669																													1.799686535		
670																													1.884637817		
671																													1.554431527		
672																													1.583486255		
673																													1.556780618		
674																													1.80410543		
675																													2.149963911		
676																															
